Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Number),Deaths - Meningitis - Sex: Both - Age: Under 5 (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: Under 5 (Number),Deaths - Other neonatal disorders - Sex: Both - Age: Under 5 (Number),Deaths - Whooping cough - Sex: Both - Age: Under 5 (Number),Deaths - Lower respiratory infections - Sex: Both - Age: Under 5 (Number),Deaths - Congenital birth defects - Sex: Both - Age: Under 5 (Number),Deaths - Measles - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal sepsis and other neonatal infections - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal encephalopathy due to birth asphyxia and trauma - Sex: Both - Age: Under 5 (Number),Deaths - Drowning - Sex: Both - Age: Under 5 (Number),Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal preterm birth - Sex: Both - Age: Under 5 (Number),Deaths - Diarrheal diseases - Sex: Both - Age: Under 5 (Number),Deaths - Neoplasms - Sex: Both - Age: Under 5 (Number),Deaths - Syphilis - Sex: Both - Age: Under 5 (Number),Deaths - All causes - Sex: Both - Age: 7-27 days (Number),Deaths - All causes - Sex: Both - Age: 1-4 years (Number),Deaths - All causes - Sex: Both - Age: 0-6 days (Number),Deaths - All causes - Sex: Both - Age: 28-364 days (Number),"Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",$1.90 per day - share of population below poverty line,"Current health expenditure per capita, PPP (current international $)",Population (historical estimates),Access to electricity (% of population) [EG.ELC.ACCS.ZS],Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],Poverty gap at $3.20 a day (2011 PPP) (%) [SI.POV.LMIC.GP],Poverty gap at $5.50 a day (2011 PPP) (%) [SI.POV.UMIC.GP]
Guinea,GIN,2005,10582,720,2395,2381,930,1384,9614,2895,892,1755,4918,333,758,3881,4903,186,739,4517,25010,11943,14104,12.70999985,14.18999939,13.46999969,61.22117,61.35664749,9109585,20.20000076,,2126000000,,233.3805547,13.545,10.94746971,,,
Guinea,GIN,2006,10536,728,2418,2300,909,1383,9427,2913,1074,1769,4874,327,742,3854,4721,187,710,4529,24842,11782,13912,12.29000015,13.75,13.03999939,61.07512,53.14136505,9307421,22.79629135,,3539000000,,380.2342239,12.954,,,,
Guinea,GIN,2007,10798,730,2417,2205,893,1376,9280,2931,884,1784,4822,322,733,3825,4518,190,649,4521,24632,11620,13701,11.93000031,13.36999969,12.65999985,58.36031,54.18545914,9518159,24.07256889,1.349926031,5304000000,-0.894024791,557.2506196,12.379,,22.7,42.5,62.1
Guinea,GIN,2008,11035,758,2331,2034,873,1387,9064,2879,1407,1788,4756,308,702,3773,4161,188,574,4503,24402,11484,13564,11.6,13.01999969,12.33000031,54.23481,53.43548584,9738796,25.35607719,5.270170089,5841000000,2.885224915,599.7661313,11.854,15.67825985,,,
Guinea,GIN,2009,10981,795,2150,1850,867,1326,8446,2823,2990,1809,4742,288,661,3778,3820,182,518,4458,24189,11393,13534,11.31999969,12.71999969,12.03000031,52.60751,57.05970383,9964470,26.6495266,-7.113971584,5476000000,-9.217642082,549.5525602,11.395,13.58339977,,,
Guinea,GIN,2010,11365,804,2215,1839,862,1356,8532,2886,1951,1824,4699,297,675,3760,3753,191,502,4380,23907,11303,13551,11.05,12.45999985,11.76999969,53.47437,56.67878723,10192168,27.95562363,16.2650982,5634000000,13.66767925,552.7773875,11.002,12.43832016,,,
Guinea,GIN,2011,11337,804,2187,1763,840,1397,8336,2880,2073,1828,4624,291,665,3706,3593,192,501,4270,23639,11170,13490,10.80999985,12.2,11.53000031,45.37898,66.08825684,10420459,29.27708054,3.954577169,5510000000,1.67714444,528.7674948,10.657,14.25930977,,,
Guinea,GIN,2012,10966,608,2160,1675,824,1422,8101,2859,2996,1835,4565,283,648,3667,3509,191,506,4192,23481,11072,13477,10.6,11.95,11.3,36.09346,60.84526825,10652032,26.20000076,10.33867817,6176000000,7.939937842,579.7954794,10.331,9.46061039,10.6,28.9,52.1
Guinea,GIN,2013,10887,324,2289,1711,815,1434,8390,2950,2054,1849,4514,298,681,3632,3484,202,523,4115,23252,10987,13339,10.39000015,11.71999969,11.06999969,34.91049,62.68696594,10892821,31.97595787,-0.506235449,6534000000,-2.705574268,599.8446133,10.003,14.13280964,,,
Guinea,GIN,2014,10117,215,2323,1687,810,1655,8450,2989,2248,1862,4496,302,689,3622,3407,207,533,4059,23257,10972,13315,10.25999985,11.55999985,10.91999969,34.07456,86.40129089,11150970,33.3531189,3.321711547,6887000000,0.929776449,617.6144317,9.67,11.98950958,,,
Guinea,GIN,2015,9511,182,2314,1686,818,1744,8521,3054,2377,1878,4535,307,695,3674,3371,212,544,4038,22929,11079,13280,10.06999969,11.35,10.73000031,33.31209,105.6903381,11432096,34.745121,6.579999132,7082000000,3.959096645,619.4839511,9.337,11.59877968,,,
Guinea,GIN,2016,8971,176,2326,1662,825,1859,8481,3098,1815,1879,4565,308,688,3707,3398,218,545,3970,22154,11152,13100,9.809999847,11.08000031,10.45999985,28.28551,112.1832504,11738434,33.5,7.599360644,6749000000,4.791339323,574.9489242,9.013,15.76885986,,,
Guinea,GIN,2017,8498,178,2255,1579,819,1950,8107,3070,1148,1868,4527,293,647,3681,3376,218,542,3833,20924,11088,12690,9.619999695,10.86999969,10.25999985,24.33018,94.66012573,12067516,35.40000153,13.80661335,8274000000,10.7030991,685.6423476,8.715,13.37679005,,,
Guinea,GIN,2018,8026,184,2192,1492,815,1892,7795,3056,919,1868,4518,283,604,3677,3103,220,540,3724,19743,11073,12314,9.409999847,10.64000015,10.04000015,22.64062,103.906929,12414292,45,8.103568699,9499000000,5.083845694,765.166471,8.452,14.87012005,5.6,20.7,44.8
Guinea-Bissau,GNB,1990,1132,16,342,444,271,174,1042,407,1592,253,657,60,139,657,1374,24,222,740,4581,1911,2391,21.08000031,23.3,22.23000031,45.29992,,975265,,,176100000,,180.5663076,18.572,,,,
Guinea-Bissau,GNB,1991,1126,24,340,429,273,161,1027,409,1570,255,663,61,136,662,1363,24,222,734,4519,1923,2378,20.63999939,22.86999969,21.78999939,44.34493,,997522,,,181700000,,182.1513711,18.213,,23.5,36.2,
Guinea-Bissau,GNB,1992,1119,35,338,413,274,164,1013,408,1545,257,669,60,133,667,1344,24,224,727,4465,1938,2362,20.2,22.41000061,21.33999939,46.96866,,1020353,,,151700000,,148.6740373,17.852,,,,
Guinea-Bissau,GNB,1993,1115,49,336,398,276,159,999,409,1516,259,675,59,131,673,1320,25,227,721,4403,1951,2344,19.76000061,21.95,20.88999939,44.13047,,1043421,,,168800000,,161.7755441,17.49,,16,33.2,53.7
Guinea-Bissau,GNB,1994,1109,66,333,381,276,154,983,407,1483,260,679,58,128,678,1472,25,230,729,4378,1967,2440,19.28000031,21.48000031,20.41000061,43.727,,1066345,,,163200000,,153.046153,17.13,,,,
Guinea-Bissau,GNB,1995,1103,86,329,363,276,154,961,405,1450,261,685,57,124,683,1263,24,233,707,4255,1980,2302,18.81000061,20.96000061,19.91000061,42.46641,,1088850,,,155000000,,142.3520228,16.772,,,,
Guinea-Bissau,GNB,1996,1108,108,322,340,275,165,933,400,1410,260,688,55,119,687,2094,24,248,767,4379,2011,2850,18.3,20.45,19.41000061,37.23355,,1110835,,,171200000,,154.1182984,16.417,,,,
Guinea-Bissau,GNB,1997,1103,129,313,315,269,166,902,391,1364,258,683,53,114,680,1882,24,281,742,4223,2012,2704,17.81999969,19.93999939,18.91000061,33.85639,,1132505,,,179100000,,158.1449972,16.065,,,,
Guinea-Bissau,GNB,1998,1101,152,325,295,265,177,891,384,1338,256,681,52,111,675,1128,23,319,688,4076,2030,2249,17.31000061,19.45,18.41000061,57.3272,,1154372,,,114700000,,99.36138437,15.717,,,,
Guinea-Bissau,GNB,1999,1097,174,601,270,260,185,864,375,1301,254,678,49,106,670,1092,23,352,742,4073,2085,2433,16.81000061,18.93000031,17.9,55.50086,,1177133,,,155300000,,131.9307164,15.371,16.74309921,,,
Guinea-Bissau,GNB,2000,1202,195,311,259,252,224,892,390,805,253,681,52,112,671,1152,25,376,659,3776,2040,2154,16.31000061,18.4,17.38000031,53.74855,76.28691101,1201305,,,295200000,,245.7327656,15.031,,,,
Guinea-Bissau,GNB,2001,1069,213,314,230,241,233,881,398,728,252,689,51,110,679,1190,26,377,647,3661,2050,2111,15.76999969,17.85,16.83999939,53.0983,77.29999542,1227105,,10.23197253,313100000,7.914334765,255.1533895,14.698,,,,
Guinea-Bissau,GNB,2002,902,229,309,204,233,231,853,402,766,252,700,47,106,689,1210,26,375,637,3540,2065,2067,15.21000061,17.28000031,16.28000031,56.61993,70.18057251,1254454,1.25370574,3.106055313,334100000,0.858186912,266.3310093,14.371,,20.1,41.4,62.5
Guinea-Bissau,GNB,2003,720,244,302,182,227,221,818,404,833,254,712,47,101,701,1214,26,369,626,3408,2085,2013,14.63000031,16.66999969,15.68000031,59.31023,73.65792084,1283297,2.591462374,-9.496303685,355800000,-11.53043773,277.2546028,14.05,,,,
Guinea-Bissau,GNB,2004,496,256,290,163,222,205,775,402,963,256,721,44,94,709,1208,26,361,612,3259,2099,1951,14.05,16.03000031,15.06999969,60.81184,91.14485931,1313492,3.926332712,10.03276478,418500000,7.503294229,318.6163296,13.734,,,,
Guinea-Bissau,GNB,2005,325,263,265,139,217,191,701,386,1211,257,727,39,83,715,1500,24,345,625,3199,2114,2120,13.45,15.4,14.45,61.07167,92.41556549,1344931,5.26066637,2.069482961,465900000,-0.316485148,346.4118234,13.417,,,,
Guinea-Bissau,GNB,2006,259,266,253,127,213,175,663,382,1184,259,731,37,77,720,1121,23,321,581,2956,2111,1814,12.85,14.76999969,13.83000031,62.55558,94.0109024,1377582,14.53619957,1.868326128,473800000,-0.546123768,343.935969,13.095,,,,
Guinea-Bissau,GNB,2007,287,274,295,146,214,200,743,432,343,264,735,45,90,727,1335,29,294,562,2793,2101,1747,12.26999969,14.13000031,13.21999969,64.01705,98.18882751,1411545,7.937600613,1.111404506,535300000,-1.3214238,379.229851,12.765,,,,
Guinea-Bissau,GNB,2008,346,280,267,134,212,193,694,427,248,265,735,43,82,726,1493,29,246,554,2694,2081,1804,11.7,13.48999939,12.60999985,65.49647,98.78977203,1446936,9.285559654,4.876541079,661700000,2.311337321,457.3111734,12.427,,,,
Guinea-Bissau,GNB,2009,396,280,246,119,210,178,633,412,275,265,731,38,73,722,1212,27,202,517,2505,2053,1606,11.14000015,12.86000061,12.01999969,66.95291,96.72905731,1483920,4.699999809,-3.603726879,623100000,-6.006228203,419.9013424,12.084,,,,
Guinea-Bissau,GNB,2010,423,271,234,109,206,162,592,403,203,264,720,36,67,711,1173,27,177,492,2368,2018,1532,10.60999985,12.25999985,11.45,68.3917,92.73711395,1522603,6,12.7647063,665800000,9.899824823,437.2774781,11.741,9.069239616,32,51,67.5
Guinea-Bissau,GNB,2011,418,252,214,96,200,144,536,384,271,260,703,33,59,694,1101,25,163,465,2237,1975,1456,10.1,11.69000015,10.90999985,66.44899,94.1291275,1562996,13.39991188,18.44820825,895100000,15.38711374,572.6822078,11.404,10.19974041,,,
Guinea-Bissau,GNB,2012,347,213,185,79,194,121,465,352,584,256,687,27,49,676,995,22,150,445,2129,1934,1400,9.630000305,11.16999969,10.41999969,68.07229,85.45799255,1604981,14.80388546,-12.85252224,762800000,-15.13222951,475.2704238,11.082,14.53979969,,,
Guinea-Bissau,GNB,2013,339,149,191,80,191,120,470,360,386,253,672,28,50,659,1042,23,146,429,2025,1892,1339,9.190000153,10.69000015,9.969999695,67.91586,101.8845978,1648259,16.22768974,-0.497913652,784200000,-3.110519616,475.7747417,10.779,16.19137955,,,
Guinea-Bissau,GNB,2014,290,98,187,76,188,118,457,356,401,249,659,28,49,645,998,23,142,413,1940,1857,1272,8.819999695,10.26999969,9.569999695,68.77718,147.8588257,1692433,17.20000076,9.774173683,830800000,6.908970541,490.8909245,10.499,13,,,
Guinea-Bissau,GNB,2015,252,74,130,69,187,117,420,345,551,246,645,25,45,631,897,22,139,398,1848,1817,1218,8.480000305,9.9,9.209999847,67.39643,142.7956543,1737207,20.05315399,12.17036529,810000000,9.279336223,466.2656782,10.244,13,,,
Guinea-Bissau,GNB,2016,238,52,126,69,185,125,419,350,379,242,629,26,45,614,905,23,136,382,1751,1774,1159,8.169999695,9.540000153,8.869999695,65.70409,153.6361084,1782434,22.96879196,10.89750769,930400000,8.083624214,521.9828616,10.014,10,,,
Guinea-Bissau,GNB,2017,245,32,115,61,181,136,382,334,385,236,610,24,40,593,845,22,130,364,1650,1725,1097,7.859999847,9.2,8.55,64.21171,146.7349854,1828146,26,14.24829754,1075000000,11.39156827,588.0274333,9.805,15,,,
Guinea-Bissau,GNB,2018,346,26,97,49,176,119,324,303,478,228,593,20,32,573,708,19,124,347,1546,1683,1038,7.590000153,8.890000153,8.25,63.49373,157.0849915,1874304,28.49505615,-4.737748998,1243000000,-7.083747823,663.1795056,9.612,,5.6,21,43.7
Guyana,GUY,1990,30,6,11,78,68,0,84,71,1,56,151,8,6,330,156,6,2,89,184,625,294,5.340000153,6.719999695,6.059999847,36.09619,,743306,,,224100000,,301.4909068,8.289,,,,
Guyana,GUY,1991,46,6,10,67,68,0,80,69,1,52,144,8,6,320,142,6,1,85,174,604,278,5.2,6.559999847,5.9,33.45103,,744477,,,144200000,,193.6930221,8.232,,,,
Guyana,GUY,1992,47,7,9,58,62,0,74,65,0,55,141,7,5,297,133,5,1,79,161,573,260,5.040000153,6.4,5.740000153,30.42211,,748596,,,191900000,,256.3465474,8.179,,10.5,23.5,43
Guyana,GUY,1993,36,7,9,52,58,0,72,63,0,58,137,7,5,282,125,5,1,76,149,550,248,4.9,6.220000076,5.579999924,25.86969,,754141,72.376631,,278700000,,369.5595386,8.13,,,,
Guyana,GUY,1994,40,6,8,45,55,0,67,62,0,59,133,6,4,263,117,5,1,73,137,522,234,4.75,6.059999847,5.420000076,20.23195,,758896,70.71398163,,324400000,,427.4630516,8.086,,,,
Guyana,GUY,1995,50,5,7,38,52,0,62,61,0,59,128,5,4,246,106,4,1,70,125,498,222,4.629999924,5.9,5.279999924,15.87169,,761298,71.35198212,,353600000,,464.4698922,8.041,,,,
Guyana,GUY,1996,27,6,7,37,49,0,61,62,0,59,121,5,3,229,101,4,1,65,113,470,209,4.5,5.75,5.140000153,13.09175,,760801,71.98726654,,478400000,,628.8109506,7.987,,,,
Guyana,GUY,1997,28,4,7,32,46,0,61,60,0,58,115,5,3,215,95,4,1,60,107,447,200,4.379999924,5.609999847,5.009999847,12.51931,,757975,72.61915588,,502700000,,663.214486,7.92,,,,
Guyana,GUY,1998,29,5,6,29,43,0,61,60,0,57,110,5,3,201,88,4,1,54,104,426,196,4.270000076,5.459999847,4.890000153,11.81051,,753778,73.24695587,,541900000,,718.9119343,7.837,,5.8,10.4,22
Guyana,GUY,1999,20,6,6,26,44,0,62,59,0,54,104,5,3,186,87,4,0,49,98,403,190,4.159999847,5.329999924,4.759999847,11.41034,,749676,73.86991882,,511000000,,681.6277965,7.741,22.68779945,,,
Guyana,GUY,2000,15,9,6,23,42,0,56,54,0,51,95,5,3,173,86,4,0,43,92,374,181,4.059999847,5.190000153,4.640000153,11.55094,160.9660645,746718,74.51728058,,571100000,,764.8134905,7.638,17.65683937,,,
Guyana,GUY,2001,12,9,5,24,39,0,56,55,0,49,89,5,2,172,71,4,0,41,89,356,176,3.959999847,5.059999847,4.520000076,11.22648,162.4716187,745206,75.10073853,,571600000,,767.0362289,7.536,16.55555916,,,
Guyana,GUY,2002,9,9,5,24,40,0,56,56,0,51,83,5,2,174,63,4,0,42,86,351,172,3.870000076,4.940000153,4.420000076,10.78304,177.0699768,744789,75.67661285,,570400000,,765.8544903,7.445,16.90000916,,,
Guyana,GUY,2003,9,8,4,23,41,0,54,55,0,50,80,5,2,167,57,4,0,41,81,338,166,3.779999924,4.829999924,4.320000076,11.13995,183.4168243,745142,76.24725342,,579200000,,777.3015076,7.371,13.81455994,,,
Guyana,GUY,2004,7,7,4,22,44,0,54,55,0,50,77,5,2,160,53,4,0,41,78,328,164,3.690000153,4.729999924,4.220000076,10.72896,197.2784119,745737,76.81501007,,609200000,,816.909983,7.317,11.08073997,,,
Guyana,GUY,2005,8,6,4,21,41,0,52,53,0,49,75,5,2,153,50,4,0,40,74,316,158,3.620000076,4.629999924,4.140000153,11.22648,217.1381073,746156,77.5,,655000000,,877.8325176,7.279,13.8234396,,,
Guyana,GUY,2006,5,5,4,20,42,0,47,51,0,45,71,5,2,138,45,4,0,38,65,294,145,3.55,4.540000153,4.05,9.993511,243.7105865,746335,73.38259125,,2075000000,,2780.252836,7.251,13.48169041,,,
Guyana,GUY,2007,2,5,3,19,41,0,45,49,0,44,69,5,2,130,41,4,0,36,62,281,137,3.470000076,4.45,3.970000076,9.377028,286.2705688,746477,78.52492523,,2438000000,,3266.008196,7.226,11.52616024,,,
Guyana,GUY,2008,3,4,3,18,42,0,44,49,0,43,68,5,2,126,38,4,0,36,66,277,132,3.4,4.359999847,3.9,9.377028,294.5723267,746815,79.1057663,,2706000000,,3623.387318,7.199,,,,
Guyana,GUY,2009,4,4,3,17,39,0,42,48,0,42,66,5,2,120,35,4,0,34,61,267,123,3.329999924,4.279999924,3.820000076,9.149903,316.8517456,747718,77.59999847,,2814000000,,3763.450927,7.171,10.23917007,,,
Guyana,GUY,2010,6,4,3,15,34,0,38,45,0,41,64,4,1,110,30,3,0,32,58,249,110,3.259999847,4.190000153,3.740000153,8.955224,331.3906555,749430,83.09162903,,2937000000,,3918.978424,7.143,11.83872032,,,
Guyana,GUY,2011,10,4,2,13,32,0,36,43,0,41,61,4,1,105,26,3,0,32,56,239,104,3.2,4.109999847,3.670000076,8.403634,375.7261353,752029,84.08454132,,3104000000,,4127.500402,7.123,11.72072029,,,
Guyana,GUY,2012,9,3,2,13,30,0,35,43,0,39,59,4,1,104,24,3,0,31,55,234,101,3.129999924,4.009999847,3.590000153,7.592472,388.604126,755388,85.06648254,,3453000000,,4571.160781,7.117,10.18669987,,,
Guyana,GUY,2013,10,3,2,12,31,0,34,42,0,35,57,4,1,103,23,3,0,30,53,228,98,3.05,3.920000076,3.5,7.343716,419.135498,759281,86.02648926,,3613000000,,4758.449112,7.13,,,,
Guyana,GUY,2014,3,3,2,13,30,0,36,43,0,35,54,4,1,109,22,3,0,30,52,229,97,2.970000076,3.820000076,3.409999847,7.246377,432.3233948,763371,86.90000153,,3664000000,,4799.763156,7.162,18.73568916,,,
Guyana,GUY,2015,3,3,2,11,28,0,32,40,0,34,51,4,1,98,20,3,0,28,48,213,88,2.879999924,3.720000076,3.309999847,7.138222,450.4687805,767433,88.00383759,,3884000000,,5061.028129,7.213,17.80267906,,,
Guyana,GUY,2016,3,3,2,11,27,0,29,39,0,34,49,3,1,94,19,3,0,27,45,206,83,2.8,3.609999847,3.209999847,6.640709,453.9488525,771363,89.17035675,,3785000000,,4906.898568,7.283,18.71751022,,,
Guyana,GUY,2017,4,3,2,10,27,0,28,38,0,35,49,3,1,92,18,3,0,27,43,204,81,2.710000038,3.5,3.120000076,6.359507,518.524231,775218,90.29581451,,4118000000,,5312.054158,7.365,17.63573074,,,
Guyana,GUY,2018,2,3,1,10,26,0,27,37,0,34,47,3,1,90,18,3,0,27,41,200,79,2.629999924,3.4,3.020000076,6.218905,626.925354,779007,91.19837952,,4347000000,,5580.180923,7.456,16.0032196,,,
Haiti,HTI,1990,133,750,1628,2249,1209,1113,6592,3134,19,394,1544,896,511,1233,8373,351,577,4407,12408,5796,13683,13.61000061,15.36999969,14.51999969,73.98607,,7037915,,0.081701476,2984000000,-1.91142451,423.989207,13.35,,,,
Haiti,HTI,1991,506,1006,1547,2057,1220,993,6251,3035,10,399,1534,820,482,1221,8289,336,602,4223,12208,5752,13515,13.21999969,14.93999939,14.1,75.81482,,7178611,,1.049792095,3342000000,-0.930716606,465.5496725,13.084,,,,
Haiti,HTI,1992,296,1250,1497,1918,1243,1005,5993,2967,8,407,1540,804,460,1223,8218,327,625,4037,11861,5714,13317,12.81000061,14.51999969,13.68999939,78.00516,,7319491,,-2.91366187,2180000000,-4.782305921,297.8349178,12.83,,,,
Haiti,HTI,1993,350,1464,1435,1776,1271,969,5717,2894,7,416,1554,783,431,1234,8107,313,638,3881,11614,5715,13153,12.4,14.08000031,13.26000061,76.01331,,7460684,,-3.022931892,1819000000,-4.858217126,243.8114253,12.586,,,,
Haiti,HTI,1994,392,1633,1366,1635,1297,977,5447,2809,7,425,1568,728,400,1246,8035,298,638,3740,11310,5720,12982,12,13.63999939,12.83999939,79.3618,,7602318,,-3.715786646,2117000000,-5.509597202,278.4676989,12.352,,,,
Haiti,HTI,1995,310,1744,1348,1512,1322,1018,5286,2745,6,435,1582,701,387,1259,7676,285,629,3593,10727,5708,12682,11.59000015,13.18999939,12.40999985,75.32241,,7744509,31.3,20.45947873,2724000000,18.24781447,351.7330795,12.132,,,,
Haiti,HTI,1996,340,1810,1272,1416,1344,996,5220,2717,0,448,1605,661,378,1278,7049,276,619,3455,10260,5704,12339,11.18000031,12.74000015,11.99000015,71.54569,,7887312,30.01301765,15.53449779,2825000000,13.4426986,358.1701852,11.93,,,,
Haiti,HTI,1997,134,1844,1248,1336,1363,965,5209,2708,0,462,1629,639,375,1296,6508,273,611,3338,9808,5702,11984,10.78000031,12.29000015,11.55999985,70.86568,,8030721,30.55703735,5.146813716,3250000000,3.269149256,404.6959171,11.746,,,,
Haiti,HTI,1998,445,1858,1187,1215,1347,936,4961,2666,0,467,1621,602,339,1291,6141,259,608,3249,9387,5711,11609,10.38000031,11.88000031,11.15,70.32113,,8174680,31.09697533,1.499270766,3618000000,-0.288167216,442.5861318,11.578,,,,
Haiti,HTI,1999,286,1866,1159,1143,1346,917,4836,2670,0,478,1627,544,320,1298,5845,257,606,3175,8975,5732,11219,10,11.48000031,10.75999985,67.94248,,8319070,31.63207245,-15.65225172,4062000000,-17.11623404,488.2757327,11.425,,,,
Haiti,HTI,2000,238,1857,1118,1069,1343,900,4642,2654,9,487,1624,554,295,1298,5535,251,602,3101,8622,5739,10785,9.640000153,11.10999985,10.39000015,62.8121,82.9757843,8463802,33.70000076,58.40683545,6720000000,55.69806011,793.9694241,11.279,,,,
Haiti,HTI,2001,129,1832,1101,1030,1347,904,4515,2675,1,498,1634,551,278,1310,5286,254,589,3060,8403,5778,10430,9.3,10.75999985,10.05,63.1467,78.28842926,8608810,31.54238129,-2.387879228,6210000000,-4.032071446,721.3540547,11.134,,,,
Haiti,HTI,2002,168,1799,1088,999,1360,879,4394,2702,0,510,1652,536,262,1331,5050,255,559,3036,8250,5836,10128,8.990000153,10.43000031,9.730000305,63.02239,72.03754425,8754148,33.15247345,-1.402114028,5915000000,-3.039054544,675.6796892,10.983,,,,
Haiti,HTI,2003,142,1764,1079,975,1378,857,4286,2737,0,522,1676,537,248,1354,4875,259,525,3028,8149,5906,9851,8.719999695,10.14000015,9.440000153,61.93209,74.79761505,8900108,31.60000038,-2.723991606,4691000000,-4.319298785,527.0722558,10.823,,,,
Haiti,HTI,2004,85,1715,1078,961,1407,862,4217,2787,0,535,1709,530,238,1386,4730,264,499,3045,8604,6014,9715,8.469999695,9.859999847,9.180000305,62.40817,75.35343933,9047082,34.11081314,0.758340955,5832000000,-0.878524545,644.6277374,10.652,,,,
Haiti,HTI,2005,141,1593,1075,944,1439,844,4153,2835,0,549,1743,542,229,1420,4535,269,492,3041,8022,6132,9343,8.240000153,9.609999847,8.940000153,61.21853,77.4015274,9195289,34.58800507,3.478929036,6906000000,1.811085683,751.0367537,10.474,,,,
Haiti,HTI,2006,185,1511,1072,923,1462,812,4112,2876,0,560,1776,538,223,1450,4363,273,519,3048,7975,6275,9111,8.030000305,9.369999695,8.719999695,60.6364,83.70173645,9344784,33.90000153,-0.519612157,7223000000,-2.111069015,772.9445646,10.292,,,,
Haiti,HTI,2007,161,1460,1067,898,1481,809,4068,2906,0,569,1804,548,217,1474,4201,278,570,3045,7939,6408,8887,7.830000305,9.159999847,8.519999695,59.26342,94.27574158,9495336,35.55065155,7.738114977,9190000000,6.029888045,967.8435813,10.113,,,,
Haiti,HTI,2008,207,1369,1067,877,1505,790,4045,2942,0,577,1837,548,214,1503,4010,284,627,3053,7971,6557,8685,7.640000153,8.95,8.319999695,59.02623,98.62801361,9646570,36.04146576,0.067479085,10030000000,-1.501327769,1039.747807,9.943,,,,
Haiti,HTI,2009,259,1371,1064,854,1535,796,4003,2978,0,583,1873,549,208,1536,3797,287,673,3058,7876,6705,8500,7.459999847,8.75,8.119999695,55.00399,98.85169983,9798046,36.54222107,8.629447102,11110000000,6.950055708,1133.899555,9.782,,,,
Haiti,HTI,2010,293,1354,1061,834,1563,817,3962,2998,0,584,1899,552,204,1561,4794,288,690,3666,28086,7010,13376,19.71000061,20.98000031,20.36000061,57.80611,121.5797272,9949318,37.0556221,-9.875768385,11270000000,-11.24604047,1132.740958,9.629,,,,
Haiti,HTI,2011,144,1206,1067,825,1585,828,3932,3034,0,585,1916,548,201,1579,8289,295,690,3387,9056,6926,11135,7.1,8.35,7.740000153,54.26548,165.8739624,10100320,37.58438492,4.965787534,12380000000,3.396525981,1225.70374,9.48,,,,
Haiti,HTI,2012,130,1027,1014,819,1620,766,3897,3084,0,593,1943,571,199,1597,3486,303,694,3050,7656,6943,7925,6.930000305,8.159999847,7.559999847,24.48897,153.7191467,10250922,37.90000153,0.596723089,13040000000,-0.881199354,1272.080697,9.333,,8,20,39.4
Haiti,HTI,2013,101,946,1015,807,1661,765,3850,3119,0,598,1970,540,196,1616,3980,310,703,3104,7732,7058,8125,6.75,7.969999695,7.369999695,23.48435,121.1991882,10400672,38.69787598,4.826052517,14150000000,3.316755679,1360.489015,9.185,,,,
Haiti,HTI,2014,62,865,1025,790,1690,746,3837,3121,0,597,1978,573,188,1620,3693,310,706,3093,7594,7132,7843,6.580000305,7.769999695,7.190000153,23.67109,134.0503387,10549007,39.49641037,2.514741335,14430000000,1.073228958,1367.901263,9.037,11.98414993,,,
Haiti,HTI,2015,54,719,1009,781,1743,750,3751,3162,0,602,2004,565,183,1641,3621,313,718,3092,7472,7201,7669,6.390000153,7.559999847,6.990000153,22.78278,147.1104279,10695540,40.83628464,3.399350981,14220000000,1.982740217,1329.526139,8.893,14.56777954,,,
Haiti,HTI,2016,59,527,987,755,1769,688,3639,3141,0,598,2001,561,175,1640,3895,310,721,3077,7341,7237,7623,6.2,7.359999847,6.790000153,21.55501,148.2682495,10839976,40.40000153,2.395279077,13200000000,1.030925085,1217.714873,8.759,13.10721016,,,
Haiti,HTI,2017,42,352,938,708,1755,686,3425,3069,0,590,1950,531,163,1596,3430,299,717,2945,6766,7106,7023,6.020000076,7.140000153,6.6,20.55367,142.7127228,10982367,43.74927139,3.422777438,14140000000,2.081857698,1287.518438,8.638,15.19684982,,,
Haiti,HTI,2018,46,294,849,680,1751,692,3286,3053,0,588,1929,513,153,1578,3251,293,722,2876,6457,7049,6788,5.829999924,6.95,6.409999847,19.70502,140.2251282,11123183,44.96234512,1.857682208,15570000000,0.568195973,1399.779182,8.534,14.64414024,,,
